Category,Code,Language,Description
Nace2008,6512,FR,Assurance non-vie
Nace2008,65121,FR,Opérations directes d'assurance non-vie
Nace2008,6512101,FR,Activités d'assurances concernant accidents et maladie
Nace2008,6512102,FR,Activités d'assurances concernant véhicules automobiles
Nace2008,6512103,FR,"Activités d'assurances concernant assurance maritime, assurance transports, assurance aérienne"
Nace2008,6512104,FR,Activités d'assurances concernant l'incendie et autres dommages aux biens
Nace2008,6512105,FR,Activités d'assurances concernant la responsabilité civile
Nace2008,6512106,FR,Activités d'assurances concernant crédit et caution
Nace2008,6512107,FR,Activités d'assurances concernant pertes pécuniaires diverses
Nace2008,6512108,FR,Activités d'assurances concernant la protection juridique
Nace2008,6512109,FR,Activités d'assurances concernant l'assistance
Nace2008,65122,FR,Activités des entreprises d'assurances multibranches à prédominance non-vie
Nace2008,652,FR,Réassurance
Nace2008,6520,FR,Réassurance
Nace2008,65200,FR,Réassurance
Nace2008,653,FR,Caisses de retraite
Nace2008,6530,FR,Caisses de retraite
Nace2008,65300,FR,Caisses de retraite
Nace2008,6530001,FR,"Activités (encaiss. de cotisations, placem. de fonds, prestat. des pensions) des institutions de prévoyance créées par l'employeur (privé ou public) afin de constituer une pension extra-légale"
Nace2008,6530002,FR,Activités des caisses de pensions créées en faveur de professions libérales et indépend. auxquelles on peut s'affilier sur une base individ. et volontaire pour constituer une pension extra-légale
Nace2008,66,FR,Activités auxiliaires de services financiers et d'assurance
Nace2008,661,FR,"Activités auxiliaires de services financiers, hors assurance et caisses de retraite"
Nace2008,6611,FR,Administration de marchés financiers
Nace2008,66110,FR,Administration de marchés financiers
Nace2008,6611001,FR,"Exploitation et la supervision de marchés financiers autrement que par des organismes publics: activités des bourses de valeurs mobilières, bourses d'option et de futures, etc."
Nace2008,6612,FR,Courtage de valeurs mobilières et de marchandises
Nace2008,66120,FR,Courtage de valeurs mobilières et de marchandises
Nace2008,6619,FR,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite"
Nace2008,66191,FR,Activités des agents et courtiers en services bancaires
Nace2008,66199,FR,"Autres activités auxiliaires de services financiers n.c.a., hors assurance et caisses de retraite"
Nace2008,6619901,FR,Opérations exécutées sur des marchés financiers pour le compte de tiers (p.ex. le courtage en valeurs mobilières) ainsi que les activités qui s'y rattachent
Nace2008,6619902,FR,Sociétés de gestion des fonds communs de placement
Nace2008,6619903,FR,Conseils en placements et la gestion de patrimoines financiers des tiers (AR du 5 août 1991 relatif à la gestion de fortune et au conseil en placements)
Nace2008,6619911,FR,Courtiers en crédits hypothécaires
Nace2008,6619912,FR,Bureaux de change
Nace2008,6619913,FR,Caution et garantie
Nace2008,6619914,FR,Intermédiation en crédits et prêts par des courtiers et autres intermédiaires
Nace2008,6619915,FR,"Représentants de banques étrangères, qui n'exécutent pas des opérations de banque proprement dites"
Nace2008,6619916,FR,Création et l'exploitation de systèmes électroniques de circulation monétair
Nace2008,6619917,FR,Emission de chèques-repas
Nace2008,6619918,FR,"Mise à disposition de coffres-forts, etc."
Nace2008,662,FR,Activités auxiliaires d'assurance et de caisses de retraite
Nace2008,6621,FR,Évaluation des risques et dommages
Nace2008,66210,FR,Évaluation des risques et dommages
Nace2008,6621001,FR,Experts en dommages et risques
Nace2008,6622,FR,Activités des agents et courtiers d'assurances
Nace2008,66220,FR,Activités des agents et courtiers d'assurances
Nace2008,6622001,FR,Agents et courtiers d'assurances
Nace2008,6629,FR,Autres activités auxiliaires d'assurance et de caisses de retraite
Nace2008,66290,FR,Autres activités auxiliaires d'assurance et de caisses de retraite
Nace2008,6629001,FR,Autres auxiliaires d'assurances
Nace2008,663,FR,Gestion de fonds
Nace2008,6630,FR,Gestion de fonds
Nace2008,66300,FR,Gestion de fonds
Nace2008,68,FR,Activités immobilières
Nace2008,681,FR,Activités des marchands de biens immobiliers
Nace2008,6810,FR,Activités des marchands de biens immobiliers
Nace2008,68100,FR,Activités des marchands de biens immobiliers
Nace2008,6810001,FR,"Activités de transactions sur biens immobiliers tels que: immeubles résidentiels et maisons d'habitation, immeubles non résidentiels, terres et terrains"
Nace2008,6810002,FR,"Transactions sur biens propres tels que fonds de commerce, droits à bail et pas de porte (reprise)"
Nace2008,682,FR,Location et exploitation de biens immobiliers propres ou loués
Nace2008,6820,FR,Location et exploitation de biens immobiliers propres ou loués
Nace2008,68201,FR,"Location et exploitation de biens immobiliers résidentiels propres ou loués, sauf logements sociaux"
Nace2008,6820101,FR,"Location d'appartements et de maisons, vides ou meublés, destinés à l'habitation"
Nace2008,6820102,FR,Location de longue durée en hôtels-appartements
Nace2008,6820103,FR,Exploitation de biens immobiliers en multipropriété
Nace2008,68202,FR,Location et exploitation de logements sociaux
Nace2008,6820201,FR,Promotion immobilière à objectif locatif par des sociétés de logements sociaux
Nace2008,68203,FR,"Location et exploitation de biens immobiliers non résidentiels propres ou loués, sauf terrains"
Nace2008,6820301,FR,"Location d'immeubles non résidentiels ( bureaux, espaces commerciaux, halls d'exposition, etc.)"
Nace2008,6820302,FR,Location à l'année de boxes ou de lieux de garage de véhicules
Nace2008,6820303,FR,Location de fonds de commerce (dans un système de gérances libres)
Nace2008,68204,FR,Location et exploitation de terrains
Nace2008,6820401,FR,Location de terrains ( bâtis ou non) à usage agricole
Nace2008,6820402,FR,Location à l'année d'emplacements de caravanes
Nace2008,683,FR,Activités immobilières pour compte de tiers
Nace2008,6831,FR,Agences immobilières
Nace2008,68311,FR,"Intermédiation en achat, vente et location de biens immobiliers pour compte de tiers"
Nace2008,6831101,FR,"Agences immobilières et intermédiaires en achat, vente et location de biens immobiliers"
Nace2008,68312,FR,Estimation et évaluation de biens immobiliers pour compte de tiers
Nace2008,6831201,FR,Estimation et évaluation de biens immobiliers
Nace2008,6832,FR,Administration de biens immobiliers pour compte de tiers
Nace2008,68321,FR,Administration de biens immobiliers résidentiels pour compte de tiers
Nace2008,6832101,FR,Prise en charge au nom du (ou des) propriétaire(s) de l'ensemble des services nécessaires au fonctionnement des immeubles gérés (immeubles résidentiels)
Nace2008,6832102,FR,Collecte des loyers (immeubles résidentiels)
Nace2008,68322,FR,Administration de biens immobiliers non résidentiels pour compte de tiers
Nace2008,6832201,FR,Prise en charge au nom du (ou des) propriétaire (s) de l'ensemble des services nécessaires au fonctionnement des immeubles gérés (immeubles non résidentiels)
Nace2008,6832202,FR,Collecte des loyers (immeubles non résidentiels)
Nace2008,69,FR,Activités juridiques et comptables
Nace2008,691,FR,Activités juridiques
Nace2008,6910,FR,Activités juridiques
Nace2008,69101,FR,Activités des avocats
Nace2008,69102,FR,Activités des notaires
Nace2008,69103,FR,Activités des huissiers de justice
Nace2008,69109,FR,Autres activités juridiques
Nace2008,6910901,FR,Autre assistance juridique
Nace2008,692,FR,Activités comptables
Nace2008,6920,FR,Activités comptables
Nace2008,69201,FR,Activités des experts-comptables et des conseils fiscaux
Nace2008,6920101,FR,Etablissement de déclarations fiscales pour les particuliers et les entreprises
Nace2008,6920102,FR,"Activités de conseil et de représentation (autre que la représentation juridique), pour le compte de clients, devant l'administration fiscale"
Nace2008,69202,FR,Activités des comptables et des comptables-fiscalistes
Nace2008,6920201,FR,Activités de conseil en matière comptable et l'organisation des services comptables pour des tiers
Nace2008,6920202,FR,"Ouverture, tenue, centralisation et clôture des écritures comptables propres à l'établissement des comptes"
Nace2008,6920203,FR,Détermination des résultats et rédaction des comptes annuels dans la forme de requise par les dispositions légales en la matière
Nace2008,69203,FR,Activités des réviseurs d'entreprises
Nace2008,70,FR,Activités des sièges sociaux; conseil de gestion
Nace2008,701,FR,Activités des sièges sociaux
Nace2008,7010,FR,Activités des sièges sociaux
Nace2008,70100,FR,Activités des sièges sociaux
Nace2008,702,FR,Conseil de gestion
Nace2008,7021,FR,Conseil en relations publiques et en communication
Nace2008,70210,FR,Conseil en relations publiques et en communication
Nace2008,7021001,FR,Conseils et assistance opérationnelle aux entreprises dans les domaines des relations publiques et de la communication
Nace2008,7021002,FR,Arbitrage et conciliation entre la direction des entreprises et ses salariés
Nace2008,7022,FR,Conseil pour les affaires et autres conseils de gestion
Nace2008,70220,FR,Conseil pour les affaires et autres conseils de gestion
Nace2008,7022001,FR,"Conseils et assistance aux entreprises et aux services publics en matière de planification, d'organisation, de recherche du rendement, de contrôle, d'information du gestion, etc."
Nace2008,7022002,FR,"Calcul des coûts et des profits des mesures proposées en matière de planification, d'organisation, de rendement, etc."
Nace2008,7022003,FR,Activités d'audit général
Nace2008,7022004,FR,Conseils en gestion donnés par exemple par des agronomes ou des économistes agricoles auprès d'exploitations agricoles etc.
Nace2008,71,FR,Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques
Nace2008,711,FR,Activités d'architecture et d'ingénierie
Nace2008,7111,FR,Activités d'architecture
Nace2008,71111,FR,Activités d'architecture de construction
Nace2008,7111101,FR,Activités de conseil en matière d'architecture au maître d'ouvrage
Nace2008,7111102,FR,Conception de bâtiments et établissement de plans
Nace2008,7111103,FR,"Surveillance des travaux de construction (gros oeuvre, installation, travaux de finition, etc.)"
Nace2008,7111104,FR,Conduite des opérations de gros entretien des bâtiments
Nace2008,71112,FR,Activités d'architecture d'intérieur
Nace2008,71113,FR,"Activités d'architecture d'urbanisme, de paysage et de jardin"
Nace2008,7111301,FR,Etudes et conseil en matière d'aménagement urbain et d'architecture paysagère
Nace2008,7111302,FR,"Conception de jardins, de parcs, etc."
Nace2008,7112,FR,Activités d'ingénierie et de conseils techniques
Nace2008,71121,FR,"Activités d'ingénierie et de conseils techniques, sauf activités des géomètres"
Nace2008,7112101,FR,"Conception et réalisation de projets intéressant le génie électrique et électronique; le génie minier, chimique, mécanique et industriel, l'ingénierie de systèmes, les techniques de sécurité, etc."
Nace2008,7112102,FR,Dessin industriel
Nace2008,7112103,FR,"Elaboration de projets faisant appel au génie acoustique, aux techniques de la climatisation, de la réfrigération, de l'assainissement et de la lutte contre la pollution, etc."
Nace2008,7112104,FR,"Elaboration de projets comportant des activités ayant trait au génie civil ou de bâtiment, au génie hydraulique et à la technique du trafic"
Nace2008,7112105,FR,"Activités géologiques et prospection: observation et mesures de surface pour recueillir des infos sur structure du sous-sol et emplacement gisements pétrole, gaz naturel, minéraux et nappes eau sout."
Nace2008,7112106,FR,"Activités de levé géodésique: levé hydrographique, souterrain, de délimitation; cartographie et activités de collecte de données géographiques, y compris par la photographie aérienne, etc."
Nace2008,7112107,FR,Etablissement de prévisions météorologiques
Nace2008,71122,FR,Activités des géomètres
Nace2008,7112201,FR,Activités des géomètres-experts immobiliers
Nace2008,7112202,FR,Activités des économistes en construction
Nace2008,7112203,FR,Etablissement de levées topographiques et le bornage des propriétés
Nace2008,7112204,FR,Calcul du métré des ouvrages
Nace2008,712,FR,Activités de contrôle et analyses techniques
Nace2008,7120,FR,Activités de contrôle et analyses techniques
Nace2008,71201,FR,Contrôle technique des véhicules automobiles
Nace2008,71209,FR,Autres activités de contrôle et analyses techniques
Nace2008,7120901,FR,"Essais et analyses portant sur composition, caractéristiques physiques, performances, conformité à des textes réglementaires et à des normes ou à un cahier des chges de matériaux, pdts, install., etc."
Nace2008,7120902,FR,"Essais ou analyses en laboratoire visant à la vérification du fonctionnement, du vieillissement ou de la sécurité des installations et matériels"
Nace2008,7120903,FR,"Réalisation de mesures concernant pureté de l'eau ou de l'air, de mesures de radioactivité et d'autres phénomènes analogues, analyse des sources potentielles de la pollution (fumée, eaux usées, etc.)"
Nace2008,7120904,FR,Activités d'essais dans le domaine de l'hygiène alimentaire
Nace2008,7120905,FR,Contrôle des calculs des éléments de constructions
Nace2008,7120906,FR,"Certification des navires, des aéronefs, des véhicules automobiles, des conteneurs sous pression, des installations nucléaires, etc."
Nace2008,7120907,FR,Expertise en automobiles
Nace2008,72,FR,Recherche-développement scientifique
Nace2008,721,FR,Recherche-développement en sciences physiques et naturelles
Nace2008,7211,FR,Recherche-développement en biotechnologie
Nace2008,72110,FR,Recherche-développement en biotechnologie
Nace2008,7219,FR,Recherche-développement en autres sciences physiques et naturelles
Nace2008,72190,FR,Recherche-développement en autres sciences physiques et naturelles
Nace2008,7219001,FR,"Etudes systématiques et efforts de création entrepris dans divers types de recherche-développement en math. et sciences naturelles (physique, astronomie,chimie, sciences médicales, biologie, etc.)"
Nace2008,722,FR,Recherche-développement en sciences humaines et sociales
Nace2008,7220,FR,Recherche-développement en sciences humaines et sociales
Nace2008,72200,FR,Recherche-développement en sciences humaines et sociales
Nace2008,7220001,FR,"Etudes systématiques et efforts de création entrepris dans divers types de recherche-développement en sciences sociales et humaines (économie, psychologie, sociologie, droit, etc.)"
Nace2008,73,FR,Publicité et études de marché
Nace2008,731,FR,Publicité
Nace2008,7311,FR,Activités des agences de publicité
Nace2008,73110,FR,Activités des agences de publicité
Nace2008,7311001,FR,"Conception et réalisation de campagnes publicitaires pour des tiers, en utilisant tous les médias"
Nace2008,7311002,FR,"Création et placement de publicités: affiches, panneaux publicitaires, journaux lumineux, enseignes lumineuses au néon, affichage sur les autobus, etc."
Nace2008,7311003,FR,Conception de textes et de slogans publicitaires (copywriters)
Nace2008,7311004,FR,Conception de films publicitaires
Nace2008,7311005,FR,Conception d'objets publicitaires
Nace2008,7311006,FR,"Conception de techniques de publicité visant à toucher le consommateur (marketing direct) au moyen de publicité personnalisée (publipostage), propositions téléphoniques d'achat, etc."
Nace2008,7311007,FR,Publicité aérienne
Nace2008,7311011,FR,"Distribution à domicilie d'échantillons, de prospectus publicitaires et d'autre matériel de publicité, y compris les journaux publicitaires régionaux et similaires"
Nace2008,7312,FR,Régie publicitaire de médias
Nace2008,73120,FR,Régie publicitaire de médias
Nace2008,7312001,FR,Régies publicitaires de médias pour la vente de temps d'antenne et d'espaces publicitaires
Nace2008,7312002,FR,"Location d'emplacements à des fins publicitaires sur des panneaux, autour des terrains de sport, dans les halls de gare, etc."
Nace2008,732,FR,Études de marché et sondages d'opinion
Nace2008,7320,FR,Études de marché et sondages d'opinion
Nace2008,73200,FR,Études de marché et sondages d'opinion
Nace2008,7320001,FR,"Etudes portant sur potentiel commercial de pdts, leur acceptation et connaissance par le public, sur les habitudes d'ach. des consommateurs aux fins de la promotion des ventes et élab. de pdts. nouv."
Nace2008,7320002,FR,Analyses statistiques des résultats de ces études
Nace2008,7320011,FR,"Sondages d'opinion sur les questions politiques, économiques et sociales ainsi que l'analyse statistique des résultats"
Nace2008,74,FR,"Autres activités spécialisées, scientifiques et techniques"
Nace2008,741,FR,Activités spécialisées de design
Nace2008,7410,FR,Activités spécialisées de design
Nace2008,74101,FR,Création de modèles pour les biens personnels et domestiques
Nace2008,74102,FR,Activités de design industriel
Nace2008,74103,FR,Activités de design graphique
Nace2008,74104,FR,Décoration d'intérieur
Nace2008,74105,FR,Décoration d'étalage
Nace2008,7410501,FR,Activités d'étalagiste
Nace2008,7410502,FR,"Conception de showrooms, etc."
Nace2008,74109,FR,Autres activités spécialisées de design
Nace2008,742,FR,Activités photographiques
Nace2008,7420,FR,Activités photographiques
Nace2008,74201,FR,"Production photographique, sauf activités des photographes de presse"
Nace2008,7420101,FR,"Production photographique réalisée à titre commercial ou privé: photos d'identité, de classe , de mariage, etc.; photogr. publicitaires, d'édition, de mode, à des fins immob. ou touristiques, etc."
Nace2008,7420102,FR,Tournage de reportages vidéo sur des mariages et autres événements similaire
Nace2008,74202,FR,Activités des photographes de presse
Nace2008,7420201,FR,Activités des photographes de presse indépendants
Nace2008,74209,FR,Autres activités photographiques
Nace2008,7420901,FR,"Traitement des films: développement, tirage et agrandissement de photos ou de films réalisés par les clients; montage de diapositives; copie, restauration et retouche de photographies et de films"
Nace2008,743,FR,Traduction et interprétation
Nace2008,7430,FR,Traduction et interprétation
Nace2008,74300,FR,Traduction et interprétation
Nace2008,749,FR,"Autres activités spécialisées, scientifiques et techniques n.c.a."
Nace2008,7490,FR,"Autres activités spécialisées, scientifiques et techniques n.c.a."
Nace2008,74901,FR,"Activités des agents et représentants d'artistes, de sportifs et d'autres personnalités publiques"
Nace2008,74909,FR,"Autres activités spécialisées, scientifiques et techniques"
Nace2008,7490901,FR,Activités de conseil en matière de sécurité industrielle de sécurité des ménages et des services publics
Nace2008,75,FR,Activités vétérinaires
Nace2008,750,FR,Activités vétérinaires
Nace2008,7500,FR,Activités vétérinaires
Nace2008,75000,FR,Activités vétérinaires
Nace2008,77,FR,Activités de location et location-bail
Nace2008,771,FR,Location et location-bail de véhicules automobiles
Nace2008,7711,FR,"Location et location-bail d'automobiles et d'autres véhicules automobiles légers (< 3,5 tonnes)"
Nace2008,77110,FR,"Location et location-bail d'automobiles et d'autres véhicules automobiles légers (< 3,5 tonnes)"
Nace2008,7711001,FR,Location à court terme de voitures particulières sans chauffeur
Nace2008,7711002,FR,Location à longue durée de voitures particulières sans chauffeur
Nace2008,7711003,FR,"Location à court terme ou la location-bail de véhicules utilitaires légers (max. 3,5 t) sans conducteur"
Nace2008,7712,FR,"Location et location-bail de camions et d'autres véhicules automobiles lourds (> 3,5 ton)"
Nace2008,77120,FR,"Location et location-bail de camions et d'autres véhicules automobiles lourds (> 3,5 ton)"
Nace2008,7712001,FR,"Location et location-bail de matériels de transp. terrestre, sans chauffeur, à l'excl. de voit. particulières et de véhicules utilit. légers: véhicules de chem.de fer, camions, tract. de halage, etc."
Nace2008,772,FR,Location et location-bail de biens personnels et domestiques
Nace2008,7721,FR,Location et location-bail d'articles de loisirs et de sport
Nace2008,77210,FR,Location et location-bail d'articles de loisirs et de sport
Nace2008,7721001,FR,Location d'articles de sport et de camping
Nace2008,7721002,FR,Location de bicyclettes
Nace2008,7721003,FR,Location d'embarcations de plaisance
Nace2008,7722,FR,Location de vidéocassettes et de disques vidéo
Nace2008,77220,FR,Location de vidéocassettes et de disques vidéo
Nace2008,7722001,FR,Location de vidéocassettes et bandes-vidéo
Nace2008,7722002,FR,"Location de disques, de disques compacts, etc."
Nace2008,7729,FR,Location et location-bail d'autres biens personnels et domestiques
Nace2008,77291,FR,"Location et location-bail de machines-outils, de matériel et d'outils à main pour le bricolage"
Nace2008,7729101,FR,Location de machines-outils et de matériel de bricolage
Nace2008,7729102,FR,Location de tondeuses à gazon
Nace2008,77292,FR,Location et location-bail de téléviseurs et d'autres appareils audiovisuels
Nace2008,7729201,FR,Location de téléviseurs et d'autres appareils audio-visuels
Nace2008,77293,FR,"Location et location-bail de vaisselle, couverts, verrerie, articles pour la cuisine, appareils électriques et électroménagers"
Nace2008,7729301,FR,"Location de vaisselle, couverts, verrerie, appareils électroménagers, etc."
Nace2008,77294,FR,"Location et location-bail de textiles, d'habillement, de bijoux et de chaussures"
Nace2008,7729401,FR,"Location de textiles, d'habillement et de chaussures"
Nace2008,7729402,FR,"Location de costumes de scène, de vêtements de carnaval, de vêtements de cérémonie, de bijoux, etc."
Nace2008,77295,FR,Location et location-bail de matériel médical et paramédical
Nace2008,7729501,FR,Location de matériel médical et paramédical
Nace2008,77296,FR,Location et location-bail de fleurs et de plantes
Nace2008,7729601,FR,Location de fleurs et plantes
Nace2008,77299,FR,Location et location-bail d'autres biens personnels et domestiques n.c.a.
Nace2008,7729901,FR,Location de décors
Nace2008,7729902,FR,Location de livres et périodiques
Nace2008,7729903,FR,Location d'instruments de musique
Nace2008,7729904,FR,"Location d'autres biens personnels et domestiques, n.d.a."
Nace2008,773,FR,"Location et location-bail d'autres machines, équipements et biens"
Nace2008,7731,FR,Location et location-bail de machines et d'équipements agricoles
Nace2008,77310,FR,Location et location-bail de machines et d'équipements agricoles
Nace2008,7731001,FR,Location de tracteurs agricoles et de motoculteurs
Nace2008,7731002,FR,"Location de machines et équipements pour l'agriculture, l'élevage et l'exploitation forestière, sans opérateur (= la location des produits fabriqués dans le groupe 29.3)"
Nace2008,7732,FR,Location et location-bail de machines et d'équipements pour la construction
Nace2008,77320,FR,Location et location-bail de machines et d'équipements pour la construction
Nace2008,7732001,FR,"Location et location-bail de machines et équipements pour le bâtiment et le génie-civil, sans opérateur (grues, bouteurs, bétonnières, etc.)"
Nace2008,7732002,FR,"Location d'échafaudages et de plates-formes de travail, sans montage ni démontage"
Nace2008,7733,FR,Location et location-bail de machines de bureau et de matériel informatique
Nace2008,77330,FR,Location et location-bail de machines de bureau et de matériel informatique
Nace2008,7733001,FR,"Location et location-bail de machines et équipements de bureau, sans opérateur: ordinateurs, machines et matériels informatiques, duplicateurs, photocop., machines à écr. et de traitem. de texte, etc."
Nace2008,7733002,FR,"Location, ou la redevance d'utilisation, de logiciels"
Nace2008,7734,FR,Location et location-bail de matériels de transport par eau
Nace2008,77340,FR,Location et location-bail de matériels de transport par eau
Nace2008,7734001,FR,"Location et location-bail de matériels de transport maritime et fluvial tels que bateaux, cargos et navires de transport, sans équipage"
Nace2008,7735,FR,Location et location-bail de matériels de transport aérien
Nace2008,77350,FR,Location et location-bail de matériels de transport aérien
Nace2008,7735001,FR,"Location et location-bail de matériels de transport aérien, sans pilote"
Nace2008,7739,FR,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
Nace2008,77391,FR,"Location et location-bail de machines à sous, de machines de jeux et de machines automatiques de vente de produits"
Nace2008,7739101,FR,"Location et location-bail de machines à sous et jeux, électroniques ou non, pour cafés, casinos, etc."
Nace2008,77392,FR,Location et location-bail de tentes
Nace2008,7739201,FR,"Location et location-bail de chapiteaux pour expositions, fêtes d'entreprises, concerts, etc., sans opérateur"
Nace2008,77393,FR,Location et location-bail de caravanes et de motorhomes
Nace2008,77394,FR,"Location et location-bail de conteneurs à usage d'habitation, de bureau et similaires"
Nace2008,77399,FR,"Location et location-bail d'autres machines, équipements et biens matériels"
Nace2008,7739901,FR,"Location et location-bail de moteurs et turbines, compresseurs, machines-outils, sans opérateur"
Nace2008,7739902,FR,"Location et location-bail de matériels de radiodiffusion, de télévision et de communication, sans opérateur"
Nace2008,7739903,FR,"Location et location-bail de matériels de mesure et de contrôle, sans opérateur"
Nace2008,7739904,FR,"Location et location-bail d'autres machines et matériels à usage scientifique, commercial et industriel, y compris les machines automatiques de vente de produits, sans opérateur"
Nace2008,774,FR,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises au droit d'auteur"
Nace2008,7740,FR,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises au droit d'auteur"
Nace2008,77400,FR,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des oeuvres soumises au droit d'auteur"
Nace2008,78,FR,Activités liées à l'emploi
Nace2008,781,FR,Activités des agences de placement de main-d'oeuvre
Nace2008,7810,FR,Activités des agences de placement de main-d'oeuvre
Nace2008,78100,FR,Activités des agences de placement de main-d'oeuvre
Nace2008,7810001,FR,"Recherche, sélection, orientation et placement de personnel à l'intention de l'employeur ou du demandeur d'emploi: formulation des descriptions de postes; sélection et examen des cand.; vérif. réf."
Nace2008,7810002,FR,"Activités de recherche et de placement de cadres (""chasseurs de têtes"")"
Nace2008,7810003,FR,"Placement, pour compte des entreprises, de personnel ayant perdu son travail par suite d'une réorganisation (outplacement)"
Nace2008,7810004,FR,"Services publics pour l'emploi, y compris éventuellement leurs activités de formation professionnelle (Office communautaire et régional de la formation professionnelle et de l'emploi, ORBEM, etc.)"
Nace2008,7810011,FR,"Agences de mannequins, hôtesses et similaires"
Nace2008,7810021,FR,"Engagement et placement d'acteurs pour les films cinématographiques, les émissions de télévision et les pièces de théâtre"
Nace2008,782,FR,Activités des agences de travail temporaire
Nace2008,7820,FR,Activités des agences de travail temporaire
Nace2008,78200,FR,Activités des agences de travail temporaire
Nace2008,783,FR,Autre mise à disposition de ressources humaines
Nace2008,7830,FR,Autre mise à disposition de ressources humaines
Nace2008,78300,FR,Autre mise à disposition de ressources humaines
Nace2008,79,FR,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes"
Nace2008,791,FR,Activités des agences de voyage et des voyagistes
Nace2008,7911,FR,Activités des agences de voyage
Nace2008,79110,FR,Activités des agences de voyage
Nace2008,7911001,FR,Fourniture d'informations et de conseils en matière de voyages
Nace2008,7911002,FR,"Organisation de voyages et d'excursions de courte durée, l'organisation de voyages personnalisés, de l'hébergement et du transport des voyageurs et des touristes"
Nace2008,7911003,FR,Vente sur base de brochures et de catalogues de voyages organisés par les tour operators
Nace2008,7911004,FR,Vente de billets d'entrée
Nace2008,7912,FR,Activités des voyagistes
Nace2008,79120,FR,Activités des voyagistes
Nace2008,7912001,FR,"Organisateurs de voyages qui, en général, présentent une large gamme de voyages.  Leurs clients peuvent choisir parmi plusieurs formules et destinations à l'aide de brochures et de catalogues"
Nace2008,7912002,FR,Organisateurs spécialisés dans une formule de vacances déterminée pour laquelle ils offrent des destinations diverses
Nace2008,799,FR,Autres services de réservation et activités connexes
Nace2008,7990,FR,Autres services de réservation et activités connexes
Nace2008,79901,FR,Services d'information touristique
Nace2008,7990101,FR,"Guides, services d'information touristique et similaires"
Nace2008,79909,FR,Autres services de réservation
Nace2008,7990901,FR,Exploitation d'agences de vente de billets et de réservations de places
Nace2008,80,FR,Enquêtes et sécurité
Nace2008,801,FR,Activités de sécurité privée
Nace2008,8010,FR,Activités de sécurité privée
Nace2008,80100,FR,Activités de sécurité privée
Nace2008,8010001,FR,"Activités de surveillance, de garde et autres activités de protection des personnes ou des biens: gardes du corps, patrouilles urbaines, surveillance d'habitations, bureaux, usines, chantiers, etc."
Nace2008,8010002,FR,Transport de fonds et d'objets précieux
Nace2008,8010003,FR,Dressage des chiens de garde
Nace2008,802,FR,Activités liées aux systèmes de sécurité
Nace2008,8020,FR,Activités liées aux systèmes de sécurité
Nace2008,80200,FR,Activités liées aux systèmes de sécurité
Nace2008,803,FR,Activités d'enquête
Nace2008,8030,FR,Activités d'enquête
Nace2008,80300,FR,Activités d'enquête
Nace2008,8030001,FR,Activités d'enquête
Nace2008,8030002,FR,Activités des détectives privés
Nace2008,81,FR,Services relatifs aux bâtiments; aménagement paysager
Nace2008,811,FR,Activités combinées de soutien lié aux bâtiments
Nace2008,8110,FR,Activités combinées de soutien lié aux bâtiments
Nace2008,81100,FR,Activités combinées de soutien lié aux bâtiments
Nace2008,812,FR,Activités de nettoyage
Nace2008,8121,FR,Nettoyage courant des bâtiments
Nace2008,81210,FR,Nettoyage courant des bâtiments
Nace2008,8122,FR,Autres activités de nettoyage des bâtiments; nettoyage industriel
Nace2008,81220,FR,Autres activités de nettoyage des bâtiments; nettoyage industriel
Nace2008,8122001,FR,"Nettoyage intérieur de bâtiments de tous types : bureaux, usines, ateliers, locaux d'institutions et autres locaux à usage commercial ou professionnel, immeubles à appartement, etc."
Nace2008,8122002,FR,Nettoyage des vitres
Nace2008,8122003,FR,"Ramonage des cheminées et le nettoyage des âtres, des fourneaux, des incinérateurs des chaudières, des gaines de ventilation et des dispositifs d'évacuation de fumées"
Nace2008,8129,FR,Autres activités de nettoyage
Nace2008,81290,FR,Autres activités de nettoyage
Nace2008,8129001,FR,"Activités de désinfection et de destruction des parasites dans les bâtiments, les navires, les trains, etc."
Nace2008,8129002,FR,"Nettoyage des trains, des autobus, des avions, des navires, etc., y compris les navires pétroliers"
Nace2008,813,FR,Services d'aménagement paysager
Nace2008,8130,FR,Services d'aménagement paysager
Nace2008,81300,FR,Services d'aménagement paysager
Nace2008,8130001,FR,Elagage des arbres et des haies
Nace2008,8130002,FR,"Création et entretien de jardins, de parcs et d'espaces verts pour installations sportives"
Nace2008,82,FR,Services administratifs de bureau et autres activités de soutien aux entreprises
Nace2008,821,FR,Services administratifs et de soutien de bureau
Nace2008,8211,FR,Services administratifs combinés de bureau
Nace2008,82110,FR,Services administratifs combinés de bureau
Nace2008,8219,FR,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
Nace2008,82190,FR,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
Nace2008,8219001,FR,"Location de boîtes postales, le service de poste restante, etc."
